"PRODUCT_ID","DATE","QNT_IN_STOCK","STORE_ID"
"3355208","26/11/18","  74","DC02"
"3355231","29/12/18","  56","DC01"
"3355210","11/10/18","  14","DC02"
"3351645","19/11/18","  13","DC02"
"3351644","24/10/18"," 113","DC01"
"3351645","24/12/18"," 527","DC01"
"3355209","26/11/18"," 134","DC01"
"3355208","23/12/18","  49","DC01"
"3351643","04/11/18","  45","DC01"
"3355208","11/11/18","  44","DC01"
"3355210","19/10/18","  49","DC01"
"3351645","02/10/18","  19","DC02"
"3351643","06/11/18","  22","DC01"
"3355210","28/11/18"," 138","DC01"
"3352506","12/11/18","   4","DC01"
"3351645","18/11/18"," 191","DC01"
"3359011","21/12/18"," 108","DC02"
"3351643","26/10/18","   8","DC02"
"3355208","01/11/18","  17","DC02"
"3355231","04/10/18","  71","DC01"
"3352502","30/08/18","  22","DC01"
"3351643","15/09/18","  14","DC02"
"3355209","22/10/18","  43","DC02"
"3351643","09/09/18","  35","DC01"
"3352504","13/07/18","  19","DC01"
"3351644","04/08/18"," 147","DC01"
"3351644","17/09/18","  42","DC01"
"3352506","11/10/18","   3","DC01"
"3361608","30/12/18","   5","DC02"
"3355231","26/08/18","   4","DC01"
"3352506","04/09/18","  15","DC01"
"3355231","11/10/18","  89","DC01"
"3351643","16/08/18"," 107","DC01"
"3352504","12/09/18","   1","DC01"
"3351643","14/10/18","  67","DC01"
"3351645","13/09/18","  20","DC02"
"3351643","13/10/18","   7","DC02"
"3352505","19/10/18","  15","DC01"
"3355208","27/09/18","  93","DC01"
"3352506","26/10/18","   1","DC02"
"3351645","19/08/18","  57","DC01"
"3355231","31/08/18","  20","DC01"
"3352502","08/09/18","  19","DC01"
"3351643","21/09/18","  56","DC01"
"3351644","09/09/18","  64","DC01"
"3351645","09/09/18","  63","DC01"
"3351643","22/09/18","  54","DC01"
"3351644","10/09/18","  61","DC01"
"3352506","02/09/18","  13","DC01"
"3355210","10/09/18","  10","DC01"
"3352506","15/08/18","  11","DC01"
"3351644","15/08/18"," 115","DC01"
"3351645","30/12/18"," 357","DC02"
"3355209","20/12/18","  38","DC01"
"3351644","20/12/18"," 191","DC02"
"3352502","27/07/18","   6","DC01"
"3351645","28/08/18","  36","DC01"
"3351643","05/12/18"," 517","DC01"
"3355209","26/12/18","  33","DC02"
"3351644","17/08/18"," 113","DC01"
"3355208","21/12/18","  50","DC02"
"3352506","14/09/18","  29","DC01"
"3351643","15/09/18","  44","DC01"
"3351644","25/09/18","  14","DC01"
"3355231","08/09/18","  19","DC01"
"3355209","06/12/18"," 109","DC01"
"3361608","22/12/18","  13","DC01"
"3352506","17/12/18","   3","DC01"
"3361608","17/12/18","  15","DC01"
"3352503","03/08/18","   8","DC01"
"3355231","22/09/18"," 128","DC01"
"3352504","28/09/18","  28","DC01"
"3359011","28/12/18"," 610","DC01"
"3351645","28/12/18"," 360","DC02"
"3355208","13/10/18","  34","DC02"
"3351645","14/09/18","  20","DC02"
"3355208","28/12/18"," 111","DC02"
"3351643","28/12/18"," 272","DC02"
"3355210","28/12/18","  47","DC01"
"3351644","22/07/18"," 233","DC01"
"3351644","10/08/18"," 132","DC01"
"3352505","16/10/18","   2","DC01"
"3355208","22/09/18"," 113","DC01"
"3352505","15/08/18","   8","DC01"
"3351644","25/07/18"," 217","DC01"
"3351644","26/07/18"," 212","DC01"
"3355231","18/12/18","  38","DC02"
"3351644","10/09/18","  10","DC02"
"3351644","30/12/18"," 150","DC01"
"3351643","05/10/18","  11","DC02"
"3352502","12/10/18","  24","DC01"
"3352504","12/10/18","  20","DC01"
"3361608","30/12/18","   9","DC01"
"3352503","20/12/18","   3","DC01"
"3355208","30/09/18","  79","DC01"
"3355208","26/12/18","  95","DC01"
"3355208","14/10/18","  91","DC01"
"3352502","12/07/18","   8","DC01"
"3355208","24/12/18","  38","DC02"
"3352506","16/09/18","   9","DC01"
"3355231","26/11/18"," 140","DC01"
"3355231","29/12/18","  35","DC02"
"3351644","18/09/18","   9","DC02"
"3355210","13/12/18","  79","DC02"
"3352504","19/09/18","  11","DC01"
"3352505","14/12/18","   9","DC01"
"3359012","29/11/18","  74","DC02"
"3352505","09/07/18","   2","DC01"
"3355231","04/12/18","  88","DC01"
"3361608","04/12/18","  14","DC02"
"3361608","26/12/18","  25","DC02"
"3351643","23/11/18"," 132","DC01"
"3352503","10/12/18","   3","DC01"
"3351644","29/11/18"," 165","DC01"
"3355208","21/12/18","  56","DC01"
"3351644","08/08/18"," 137","DC01"
"3351643","31/08/18","  66","DC01"
"3355209","27/12/18","  21","DC02"
"3355210","27/12/18","  13","DC02"
"3351643","03/07/18","  51","DC01"
"3351643","30/07/18"," 130","DC01"
"3351643","25/11/18"," 128","DC01"
"3351645","22/12/18"," 530","DC01"
"3355208","22/12/18","  49","DC02"
"3355231","26/11/18","  72","DC02"
"3351644","06/12/18"," 217","DC02"
"3361608","28/12/18","  16","DC02"
"3355231","03/10/18","  73","DC01"
"3351644","12/10/18"," 108","DC01"
"3355210","29/09/18","  80","DC01"
"3352502","19/12/18","   8","DC01"
"3352505","24/10/18","  11","DC01"
"3355208","19/12/18","  87","DC02"
"3355209","06/10/18","  24","DC02"
"3355209","11/11/18","  26","DC02"
"3355209","08/12/18","  72","DC02"
"3351643","26/09/18","  56","DC01"
"3355208","17/11/18","  32","DC02"
"3351644","08/10/18"," 149","DC01"
"3355210","08/10/18","  22","DC02"
"3355231","13/10/18","  74","DC01"
"3351644","29/11/18"," 223","DC02"
"3355231","14/12/18","  65","DC01"
"3351645","10/10/18","  61","DC01"
"3351644","24/11/18"," 134","DC01"
"3355208","10/12/18","  72","DC02"
"3359011","30/11/18"," 131","DC01"
"3359012","30/11/18","  82","DC01"
"3351644","03/10/18"," 163","DC01"
"3351645","17/10/18","  14","DC02"
"3355208","04/09/18","  14","DC01"
"3351645","24/08/18","  50","DC01"
"3355210","30/09/18","  73","DC01"
"3352503","13/09/18","   3","DC01"
"3351644","31/10/18"," 233","DC01"
"3355208","10/11/18","  23","DC02"
"3355208","16/11/18","  41","DC01"
"3355231","20/09/18","  20","DC01"
"3355209","13/10/18","  16","DC02"
"3351643","30/10/18"," 132","DC01"
"3351645","21/10/18","  12","DC02"
"3355209","18/11/18","  26","DC02"
"3351645","31/08/18","  47","DC01"
"3352502","21/10/18","  13","DC01"
"3352505","01/09/18","  26","DC01"
"3351645","22/08/18","  65","DC01"
"3355231","09/09/18","  13","DC01"
"3351645","22/09/18","  49","DC01"
"3352506","09/10/18","   8","DC01"
"3351644","29/10/18","  15","DC02"
"3355210","02/09/18","  11","DC01"
"3352502","28/10/18","   4","DC02"
"3359012","03/11/18","  13","DC02"
"3351643","11/09/18","  31","DC01"
"3352503","11/09/18","   3","DC01"
"3355209","11/09/18","  32","DC01"
"3355208","29/09/18","  82","DC01"
"3355210","06/11/18","  45","DC01"
"3355231","12/11/18","  16","DC01"
"3355208","16/10/18","  30","DC02"
"3355210","05/12/18"," 140","DC02"
"3352505","11/09/18","   3","DC01"
"3355208","30/11/18"," 120","DC01"
"3355210","14/10/18","  12","DC02"
"3355209","14/10/18","  54","DC01"
"3355208","01/10/18","  76","DC01"
"3351645","15/11/18","  71","DC02"
"3352503","06/09/18","   6","DC01"
"3355208","15/11/18","  32","DC02"
"3351643","25/09/18","  42","DC01"
"3352503","22/11/18","   9","DC01"
"3355208","09/10/18"," 118","DC01"
"3352502","18/10/18","   5","DC01"
"3351645","11/11/18","  83","DC02"
"3352504","04/09/18","   6","DC01"
"3355209","24/10/18","  41","DC02"
"3351644","14/10/18","   3","DC02"
"3351644","06/10/18"," 152","DC01"
"3351644","19/10/18"," 109","DC01"
"3355208","26/09/18"," 100","DC01"
"3355209","26/09/18","  91","DC01"
"3351644","07/10/18","   9","DC02"
"3351643","29/08/18","  73","DC01"
"3351645","08/10/18","  18","DC02"
"3355231","25/10/18","  32","DC02"
"3351645","17/08/18","  60","DC01"
"3351643","07/09/18","  14","DC02"
"3351643","14/09/18","  14","DC02"
"3351645","15/09/18","  49","DC01"
"3352505","30/08/18","  16","DC01"
"3355209","08/11/18","  16","DC02"
"3351645","31/07/18","   2","DC01"
"3351645","22/07/18"," 323","DC01"
"3351645","10/09/18","  61","DC01"
"3351645","29/09/18","  19","DC02"
"3355208","05/10/18","  38","DC01"
"3355231","12/12/18","  31","DC01"
"3351644","24/12/18"," 182","DC02"
"3361608","02/12/18","   8","DC02"
"3359011","19/12/18"," 133","DC02"
"3351643","02/12/18"," 170","DC02"
"3351643","25/07/18"," 173","DC01"
"3359011","16/11/18","  36","DC02"
"3355231","27/11/18"," 174","DC01"
"3355231","23/12/18","   7","DC02"
"3351643","09/12/18"," 167","DC02"
"3359012","30/12/18","  75","DC02"
"3352502","18/08/18","   1","DC01"
"3359012","28/11/18","  90","DC02"
"3351645","28/11/18"," 460","DC01"
"3351643","26/12/18"," 275","DC02"
"3361608","06/12/18","  29","DC01"
"3359012","16/12/18","  23","DC02"
"3351643","20/08/18","  94","DC01"
"3351643","01/09/18","  64","DC01"
"3355208","14/11/18","  32","DC02"
"3352502","15/11/18","   7","DC01"
"3352506","14/07/18","   1","DC01"
"3351645","16/07/18"," 477","DC01"
"3351643","30/12/18"," 393","DC01"
"3355209","14/12/18","  69","DC02"
"3355209","25/12/18","  62","DC01"
"3351643","29/11/18"," 175","DC02"
"3352505","31/10/18","  13","DC01"
"3352505","20/12/18","   1","DC01"
"3352506","07/11/18","   7","DC01"
"3355231","04/12/18"," 105","DC02"
"3351644","26/10/18"," 102","DC01"
"3352504","24/11/18","   3","DC01"
"3359012","02/11/18","  22","DC02"
"3352505","22/10/18","   8","DC01"
"3355231","20/11/18","  23","DC02"
"3359011","06/12/18"," 185","DC01"
"3351643","12/12/18"," 486","DC01"
"3355209","28/10/18","  38","DC01"
"3352506","23/10/18","  10","DC01"
"3352502","07/12/18","  27","DC01"
"3359011","24/12/18"," 230","DC01"
"3355210","26/12/18","  53","DC01"
"3355231","31/12/18","  33","DC02"
"3361608","16/12/18","   1","DC01"
"3355210","03/11/18","  39","DC01"
"3351643","16/12/18"," 289","DC02"
"3351643","19/11/18","  20","DC02"
"3355210","17/12/18","  78","DC01"
"3361608","12/12/18","   8","DC02"
"3355231","28/12/18","  56","DC01"
"3352503","04/08/18","   2","DC01"
"3351644","02/12/18"," 155","DC01"
"3355209","08/12/18","  75","DC01"
"3352506","29/12/18","   4","DC01"
"3355208","30/10/18","  48","DC01"
"3355209","13/12/18","  69","DC01"
"3351645","06/11/18"," 294","DC01"
"3351645","09/07/18"," 819","DC01"
"3355208","15/12/18","  75","DC02"
"3351645","18/11/18","  30","DC02"
"3361608","20/12/18","  23","DC02"
"3355231","13/11/18","  19","DC02"
"3351645","23/11/18"," 196","DC01"
"3355208","11/11/18","  23","DC02"
"3351644","16/11/18"," 169","DC01"
"3359011","29/12/18"," 594","DC01"
"3355209","29/12/18","  55","DC01"
"3355231","23/12/18","  60","DC01"
"3351643","07/10/18","  11","DC02"
"3355210","23/10/18","  34","DC01"
"3351645","08/10/18","  66","DC01"
"3355209","08/10/18","  22","DC02"
"3355210","22/11/18","  87","DC01"
"3359011","09/12/18"," 242","DC01"
"3352503","04/12/18","   1","DC01"
"3355208","04/10/18","  44","DC01"
"3351643","01/11/18","  85","DC01"
"3351645","10/12/18"," 490","DC01"
"3355209","21/12/18","  33","DC01"
"3351644","26/12/18"," 171","DC01"
"3351645","20/10/18","  12","DC02"
"3355209","16/12/18","  67","DC02"
"3351644","19/11/18"," 159","DC01"
"3351644","27/12/18"," 164","DC01"
"3351645","23/10/18"," 346","DC01"
"3352504","30/10/18","   4","DC02"
"3355208","09/11/18","  63","DC01"
"3352505","03/10/18","   2","DC01"
"3351645","23/09/18","  44","DC01"
"3352505","25/08/18","   2","DC01"
"3355209","26/08/18","   4","DC01"
"3352506","24/10/18","  12","DC01"
"3352505","14/08/18","  10","DC01"
"3351643","14/10/18","   7","DC02"
"3351643","24/09/18","  12","DC02"
"3355210","01/10/18","  69","DC01"
"3351645","06/09/18","  76","DC01"
"3355208","20/09/18","   8","DC01"
"3351645","15/10/18","  44","DC01"
"3351644","10/10/18","   6","DC02"
"3352506","16/10/18","   4","DC01"
"3352506","08/09/18","  22","DC01"
"3355210","04/10/18","  55","DC01"
"3355231","09/10/18"," 107","DC01"
"3351643","30/08/18","  73","DC01"
"3352505","03/08/18","   7","DC01"
"3351643","02/08/18"," 146","DC01"
"3355231","26/09/18","  98","DC01"
"3355209","25/12/18","  12","DC02"
"3355208","26/12/18"," 114","DC02"
"3359011","10/12/18","  67","DC02"
"3355231","14/09/18","  16","DC01"
"3359011","11/12/18","  65","DC02"
"3351644","31/08/18","  89","DC01"
"3351645","21/09/18","  58","DC01"
"3351644","27/12/18"," 178","DC02"
"3352506","01/09/18","  12","DC01"
"3352505","22/08/18","   4","DC01"
"3351643","16/09/18","  14","DC02"
"3352505","13/07/18","   4","DC01"
"3351645","12/08/18","  52","DC01"
"3355210","23/12/18","  59","DC01"
"3355210","25/08/18","  10","DC01"
"3352506","06/08/18","   4","DC01"
"3352506","19/09/18","  12","DC01"
"3351644","30/08/18","  89","DC01"
"3352506","25/09/18","   4","DC01"
"3355210","15/10/18","  83","DC01"
"3355208","24/12/18","  45","DC01"
"3355210","28/12/18","  13","DC02"
"3351643","22/07/18","  38","DC01"
"3352505","10/08/18","   6","DC01"
"3351645","16/09/18","  20","DC02"
"3352504","22/07/18","   3","DC01"
"3351643","10/09/18","  32","DC01"
"3351643","29/09/18","  40","DC01"
"3355208","03/10/18","  86","DC01"
"3355209","18/12/18","  48","DC01"
"3351645","05/10/18","  73","DC01"
"3355208","27/08/18","   5","DC01"
"3355209","05/09/18","  10","DC01"
"3352505","12/09/18","   6","DC01"
"3352505","06/09/18","  15","DC01"
"3352502","24/08/18","  20","DC01"
"3351644","18/09/18","  39","DC01"
"3351645","18/09/18","  39","DC01"
"3355231","29/11/18"," 132","DC02"
"3352506","18/07/18","   4","DC01"
"3355208","03/12/18","  78","DC01"
"3351644","30/12/18"," 176","DC02"
"3355231","09/12/18","  51","DC02"
"3351643","25/12/18"," 425","DC01"
"3355208","06/09/18","  10","DC01"
"3355209","15/12/18","  57","DC01"
"3355208","07/09/18","   2","DC01"
"3355231","07/09/18","  27","DC01"
"3355231","15/09/18","  11","DC01"
"3359011","16/12/18","  78","DC02"
"3351645","30/08/18","  55","DC01"
"3355210","09/09/18","  16","DC01"
"3352502","01/12/18","  24","DC01"
"3355209","06/12/18"," 109","DC02"
"3359011","02/12/18","  63","DC02"
"3355209","02/09/18","  12","DC01"
"3351643","19/12/18"," 458","DC01"
"3351645","06/12/18"," 254","DC02"
"3351644","17/12/18"," 202","DC01"
"3352503","11/10/18","  21","DC01"
"3352502","24/10/18","  23","DC01"
"3355208","27/11/18"," 174","DC01"
"3355208","08/12/18","  88","DC02"
"3352504","18/12/18","   1","DC01"
"3355209","04/11/18","  10","DC02"
"3355210","19/10/18","   7","DC02"
"3355231","19/10/18","  35","DC02"
"3355231","22/11/18","  95","DC01"
"3355210","29/11/18"," 148","DC02"
"3355209","29/11/18"," 149","DC01"
"3359011","03/12/18"," 136","DC01"
"3355208","16/11/18","  32","DC02"
"3351644","28/11/18"," 224","DC02"
"3355208","17/11/18","  32","DC01"
"3355231","21/10/18","  34","DC02"
"3355209","12/11/18","  24","DC01"
"3355231","17/11/18","  29","DC01"
"3355209","23/11/18"," 146","DC01"
"3355231","18/11/18","  26","DC01"
"3352504","09/10/18","   4","DC01"
"3355209","24/11/18","  80","DC02"
"3355210","24/11/18","  82","DC02"
"3355210","30/11/18"," 107","DC01"
"3359012","25/11/18","  52","DC01"
"3352506","23/09/18","  10","DC01"
"3355209","02/11/18","  20","DC01"
"3351644","06/11/18","  35","DC02"
"3352503","30/08/18","   4","DC01"
"3352506","15/10/18","   3","DC01"
"3351645","24/11/18"," 190","DC01"
"3351645","04/10/18","  85","DC01"
"3355210","08/11/18","  14","DC02"
"3355209","13/11/18","  23","DC01"
"3352504","22/08/18","  12","DC01"
"3351643","28/09/18","  11","DC02"
"3351645","09/10/18","  18","DC02"
"3351644","16/09/18","  10","DC02"
"3351645","02/11/18"," 310","DC01"
"3355208","07/11/18","  12","DC02"
"3352503","16/09/18","   1","DC01"
"3352505","17/09/18","   1","DC01"
"3355208","17/10/18","  59","DC01"
"3351645","18/10/18"," 367","DC01"
"3351645","13/09/18","  63","DC01"
"3355209","24/10/18","  64","DC01"
"3355231","14/10/18","  38","DC02"
"3355231","23/10/18","  33","DC02"
"3359012","23/11/18","  71","DC01"
"3351644","08/11/18","  33","DC02"
"3355209","11/10/18"," 110","DC01"
"3351644","30/11/18"," 222","DC02"
"3359011","06/12/18","  40","DC02"
"3351644","23/10/18","  61","DC01"
"3355210","25/11/18"," 131","DC01"
"3359011","25/11/18","  56","DC02"
"3355210","06/10/18","  24","DC02"
"3351643","13/09/18","  48","DC01"
"3351643","01/10/18","  37","DC01"
"3351643","13/10/18","  76","DC01"
"3351645","19/10/18"," 364","DC01"
"3361608","02/12/18","  23","DC01"
"3351645","21/11/18"," 204","DC01"
"3355210","27/11/18"," 147","DC01"
"3355231","07/10/18","  38","DC01"
"3351643","10/10/18","   8","DC02"
"3355231","25/10/18","  60","DC01"
"3351644","08/09/18","  10","DC02"
"3355209","04/12/18"," 114","DC02"
"3355208","12/11/18","  43","DC01"
"3355231","16/09/18","   1","DC01"
"3355208","28/09/18","  87","DC01"
"3355208","24/10/18","  54","DC01"
"3351645","29/07/18","  31","DC01"
"3352505","28/08/18","   4","DC01"
"3351645","07/09/18","  67","DC01"
"3352506","21/10/18","   6","DC01"
"3352506","31/07/18","   3","DC01"
"3351644","21/10/18","   6","DC02"
"3355209","07/10/18","  47","DC01"
"3351644","30/07/18"," 160","DC01"
"3355231","09/10/18","  21","DC02"
"3352502","01/11/18","  12","DC01"
"3352502","20/10/18","   7","DC01"
"3352503","22/08/18","   4","DC01"
"3352505","09/09/18","   2","DC01"
"3351644","08/11/18"," 202","DC01"
"3351644","12/08/18"," 124","DC01"
"3355209","29/10/18","  21","DC02"
"3355209","07/11/18","  16","DC02"
"3355210","07/11/18","  14","DC02"
"3351645","07/11/18","  10","DC02"
"3351645","03/09/18","  42","DC01"
"3351645","22/10/18"," 350","DC01"
"3352503","24/10/18","  20","DC01"
"3351644","24/08/18","  97","DC01"
"3352506","10/08/18","   8","DC01"
"3361608","13/12/18","   4","DC02"
"3351644","05/07/18"," 194","DC01"
"3355231","27/11/18","  72","DC02"
"3351643","08/12/18"," 168","DC02"
"3352502","05/09/18","  14","DC01"
"3351644","22/11/18"," 139","DC01"
"3352506","16/08/18","   7","DC01"
"3351644","07/08/18"," 139","DC01"
"3352506","17/08/18","   6","DC01"
"3351643","28/11/18"," 177","DC02"
"3351644","09/12/18"," 132","DC01"
"3351644","20/12/18"," 195","DC01"
"3351644","31/12/18"," 150","DC01"
"3355231","23/11/18"," 152","DC01"
"3361608","15/12/18","  10","DC02"
"3351643","31/12/18"," 272","DC02"
"3351645","05/12/18"," 517","DC01"
"3351643","29/11/18"," 397","DC01"
"3351644","30/11/18"," 161","DC01"
"3359012","27/12/18","  94","DC02"
"3355210","20/11/18","  99","DC01"
"3352504","06/12/18","   2","DC01"
"3355231","30/11/18"," 125","DC02"
"3351643","23/08/18","  89","DC01"
"3355231","06/12/18"," 103","DC02"
"3352506","22/08/18","  13","DC01"
"3359011","31/12/18"," 601","DC01"
"3355231","21/10/18","  79","DC01"
"3355209","01/11/18","  12","DC01"
"3355210","26/12/18","  13","DC02"
"3352505","11/07/18","   1","DC01"
"3351644","21/12/18"," 192","DC01"
"3355210","23/11/18"," 141","DC01"
"3351644","21/12/18"," 188","DC02"
"3351643","10/07/18","  69","DC01"
"3359011","20/11/18","  31","DC01"
"3352504","09/11/18","  14","DC01"
"3359012","06/12/18","  94","DC02"
"3355231","11/12/18","  51","DC02"
"3352502","13/07/18","  12","DC01"
"3361608","12/12/18","  15","DC01"
"3355208","29/10/18","  52","DC01"
"3351643","16/11/18"," 166","DC01"
"3355208","31/10/18","  17","DC02"
"3355210","31/10/18","  20","DC02"
"3355208","22/11/18"," 132","DC01"
"3355208","05/11/18","  46","DC01"
"3355231","07/12/18","  41","DC02"
"3359011","27/11/18","  27","DC01"
"3359012","16/11/18","  66","DC02"
"3352505","28/12/18","   2","DC01"
"3352506","13/12/18","   2","DC01"
"3351643","09/12/18"," 499","DC01"
"3352504","23/11/18","  11","DC01"
"3352505","23/11/18","   3","DC01"
"3352505","05/12/18","   3","DC01"
"3351643","07/08/18"," 137","DC01"
"3359011","29/11/18"," 157","DC01"
"3351644","09/08/18"," 131","DC01"
"3359012","07/11/18","   3","DC02"
"3352506","11/12/18","   2","DC01"
"3352503","31/07/18","  10","DC01"
"3352503","26/12/18","   7","DC01"
"3351645","08/08/18","  73","DC01"
"3361608","01/12/18","  23","DC01"
"3355209","01/12/18"," 119","DC02"
"3352506","15/11/18","  17","DC01"
"3359012","12/12/18","  12","DC02"
"3352506","27/12/18","   5","DC01"
"3355231","18/12/18","  86","DC01"
"3351645","25/12/18"," 373","DC02"
"3352505","01/07/18","   1","DC01"
"3351643","26/10/18"," 164","DC01"
"3355208","02/11/18","  17","DC02"
"3352505","02/11/18","  13","DC01"
"3352506","02/11/18","  20","DC01"
"3352503","30/11/18","   1","DC01"
"3351643","30/11/18"," 393","DC01"
"3352504","27/12/18","  17","DC01"
"3355210","30/11/18"," 144","DC02"
"3351644","14/11/18"," 176","DC01"
"3355209","03/11/18","  11","DC02"
"3352503","24/12/18","   3","DC01"
"3355210","30/10/18","  22","DC02"
"3352505","30/10/18","   4","DC02"
"3355208","09/11/18","  11","DC02"
"3355210","09/11/18","  13","DC02"
"3355209","09/11/18","  45","DC01"
"3351644","19/11/18","  29","DC02"
"3359012","26/11/18","  45","DC02"
"3352504","07/12/18","  16","DC01"
"3355209","06/10/18","  50","DC01"
"3351645","11/10/18","  57","DC01"
"3351643","26/11/18"," 120","DC01"
"3355231","15/11/18","  28","DC02"
"3355210","21/11/18","  94","DC01"
"3351643","27/11/18","   4","DC02"
"3361608","18/12/18","  13","DC01"
"3359011","23/12/18"," 235","DC01"
"3352502","31/10/18","   8","DC02"
"3355209","13/10/18","  54","DC01"
"3351644","25/10/18"," 106","DC01"
"3351644","25/10/18","   1","DC02"
"3352504","30/10/18","  14","DC01"
"3355209","07/09/18","  29","DC01"
"3355208","10/10/18"," 113","DC01"
"3352505","11/08/18","   1","DC01"
"3352505","31/08/18","  32","DC01"
"3351645","25/09/18","  33","DC01"
"3355210","26/10/18","  27","DC01"
"3351644","04/10/18","   9","DC02"
"3352503","12/08/18","   1","DC01"
"3351643","21/08/18","  93","DC01"
"3351643","29/09/18","  11","DC02"
"3352504","28/10/18","  11","DC02"
"3355208","11/09/18","  33","DC01"
"3352504","29/09/18","   9","DC01"
"3352506","29/09/18","   5","DC01"
"3351645","18/09/18","  20","DC02"
"3355231","24/09/18"," 107","DC01"
"3359012","26/12/18"," 105","DC02"
"3351644","01/08/18"," 156","DC01"
"3352504","19/08/18","   7","DC01"
"3352506","21/09/18","  20","DC01"
"3351644","31/07/18"," 159","DC01"
"3351645","14/07/18"," 586","DC01"
"3351644","06/07/18"," 195","DC01"
"3351644","05/09/18","  76","DC01"
"3351645","05/09/18","  81","DC01"
"3359012","14/12/18","  51","DC02"
"3351643","23/12/18"," 280","DC02"
"3359012","09/12/18","  57","DC02"
"3351644","06/09/18","  69","DC01"
"3355231","31/12/18","  55","DC01"
"3361608","15/12/18","   4","DC01"
"3351643","18/08/18"," 103","DC01"
"3352505","12/10/18","   9","DC01"
"3355210","17/10/18","   8","DC02"
"3351643","17/10/18"," 235","DC01"
"3355231","27/08/18","   4","DC01"
"3351645","30/09/18","  58","DC01"
"3352502","13/09/18","  25","DC01"
"3351645","02/09/18","  43","DC01"
"3352505","02/09/18","  23","DC01"
"3351644","16/10/18","  17","DC02"
"3352503","26/07/18","   5","DC01"
"3355231","25/08/18","   9","DC01"
"3355209","03/10/18","  85","DC01"
"3352504","10/12/18","   2","DC01"
"3355208","31/12/18","  99","DC02"
"3355210","14/09/18","   2","DC01"
"3355210","15/12/18","  85","DC01"
"3359011","26/12/18"," 682","DC01"
"3361608","27/12/18","  16","DC02"
"3352506","12/08/18","   7","DC01"
"3352503","22/09/18","   5","DC01"
"3355209","22/12/18","  12","DC02"
"3351644","12/12/18"," 207","DC02"
"3355208","17/12/18","  75","DC02"
"3352502","10/08/18","  10","DC01"
"3352505","03/09/18","   8","DC01"
"3359012","19/12/18"," 101","DC02"
"3355208","07/12/18","  90","DC02"
"3351643","29/12/18"," 403","DC01"
"3352502","27/11/18","  16","DC01"
"3351643","12/09/18","  54","DC01"
"3359011","27/11/18","  56","DC02"
"3355210","08/12/18","  85","DC01"
"3351644","06/08/18"," 142","DC01"
"3355231","30/12/18","  55","DC01"
"3351644","05/08/18"," 143","DC01"
"3352504","13/09/18","  10","DC01"
"3359011","25/12/18"," 134","DC01"
"3355231","29/11/18"," 147","DC01"
"3361608","03/12/18","  37","DC01"
"3361608","20/12/18","  21","DC01"
"3351643","31/12/18"," 393","DC01"
"3359011","25/12/18"," 114","DC02"
"3351644","18/12/18"," 200","DC01"
"3355210","23/11/18","  84","DC02"
"3351644","05/12/18"," 218","DC02"
"3351645","27/10/18","   5","DC02"
"3352506","31/10/18","   3","DC01"
"3352503","26/10/18","  32","DC01"
"3351644","18/11/18"," 165","DC01"
"3351645","28/09/18","  19","DC02"
"3355209","04/10/18","  59","DC01"
"3355210","07/11/18","  42","DC01"
"3355208","29/11/18"," 128","DC02"
"3359012","10/12/18","  39","DC02"
"3351645","10/12/18"," 399","DC02"
"3359011","20/12/18"," 119","DC02"
"3352505","06/12/18","   3","DC01"
"3355231","05/10/18","  42","DC01"
"3351644","11/10/18","   4","DC02"
"3355208","11/10/18"," 108","DC01"
"3352506","17/10/18","   9","DC01"
"3352502","23/10/18","  12","DC01"
"3351644","19/12/18"," 197","DC01"
"3359012","21/11/18","  22","DC02"
"3355210","07/10/18","  24","DC02"
"3352505","14/10/18","  12","DC01"
"3355208","21/11/18","  29","DC02"
"3351644","13/10/18","   3","DC02"
"3355231","08/10/18","  36","DC01"
"3351645","22/11/18"," 198","DC01"
"3352506","01/11/18","   7","DC01"
"3355210","22/09/18"," 123","DC01"
"3351645","04/10/18","  19","DC02"
"3351644","23/08/18","  98","DC01"
"3355210","20/11/18","   9","DC02"
"3351644","03/09/18","  82","DC01"
"3351644","05/10/18"," 156","DC01"
"3351643","27/09/18","  12","DC02"
"3351644","05/11/18"," 219","DC01"
"3359011","25/11/18","  53","DC01"
"3355209","25/11/18","  80","DC02"
"3351644","12/09/18","  57","DC01"
"3352503","18/10/18","  11","DC01"
"3352504","05/09/18","   5","DC01"
"3352504","24/10/18","   7","DC01"
"3355231","11/11/18","  21","DC02"
"3351645","26/09/18","  67","DC01"
"3352505","31/10/18","   4","DC02"
"3355208","19/10/18","  25","DC01"
"3355209","10/11/18","  26","DC02"
"3355209","27/09/18","  85","DC01"
"3352506","27/09/18","  14","DC01"
"3352506","02/10/18","   5","DC01"
"3351644","30/10/18","  87","DC01"
"3352504","29/08/18","   7","DC01"
"3351645","31/10/18","  31","DC02"
"3351643","10/11/18","  63","DC02"
"3355210","17/11/18","  48","DC01"
"3355208","12/11/18","  23","DC02"
"3352503","09/11/18","   4","DC01"
"3352504","13/10/18","   2","DC01"
"3355210","27/09/18","  72","DC01"
"3355209","25/10/18","  41","DC02"
"3361608","08/12/18","  25","DC01"
"3355231","08/12/18","  75","DC01"
"3352506","25/10/18","   6","DC01"
"3355210","30/10/18","  21","DC01"
"3355208","09/10/18","  34","DC02"
